Dialogue_ID,Topic,Text,Acts,Emotions
3605,Ordinary Life,"[{""role"": ""user"", ""content"": ""Is this our bus stop ?""}, {""role"": ""assistant"", ""content"": ""I think this is it . Get off .""}, {""role"": ""user"", ""content"": ""Dude , where are we at ?""}, {""role"": ""assistant"", ""content"": ""I have no idea .""}, {""role"": ""user"", ""content"": ""I thought this was the right stop .""}, {""role"": ""assistant"", ""content"": ""It doesn't look right to me .""}, {""role"": ""user"", ""content"": ""Did you make us get off early ?""}, {""role"": ""assistant"", ""content"": ""I think we did .""}, {""role"": ""user"", ""content"": ""I should not have listened to you .""}, {""role"": ""assistant"", ""content"": ""I really thought this was our stop .""}, {""role"": ""user"", ""content"": ""Now we have to walk .""}, {""role"": ""assistant"", ""content"": ""Maybe we should just wait for the next bus .""}]","question, directive, question, inform, inform, inform, question, inform, inform, inform, directive, directive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, sadness, sadness, no emotion, no emotion"
3606,Ordinary Life,"[{""role"": ""user"", ""content"": ""I'm not sure , is this our stop ?""}, {""role"": ""assistant"", ""content"": ""Yeah , get off the bus .""}, {""role"": ""user"", ""content"": ""Do you have any idea where we are ?""}, {""role"": ""assistant"", ""content"": ""I'm really not sure .""}, {""role"": ""user"", ""content"": ""This can't be the right stop .""}, {""role"": ""assistant"", ""content"": ""I don't think this is right .""}, {""role"": ""user"", ""content"": ""We got off too early , didn't we ?""}, {""role"": ""assistant"", ""content"": ""Yeah , we did get off too early .""}, {""role"": ""user"", ""content"": ""I should've just stayed on the bus .""}, {""role"": ""assistant"", ""content"": ""I messed up .""}, {""role"": ""user"", ""content"": ""Great , we have to walk now .""}, {""role"": ""assistant"", ""content"": ""You want to wait for the next bus ?""}]","question, directive, question, inform, inform, inform, question, inform, inform, inform, directive, directive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, sadness, sadness, no emotion, no emotion"
3609,Ordinary Life,"[{""role"": ""user"", ""content"": ""Are we supposed to get off right here ?""}, {""role"": ""assistant"", ""content"": ""I think so ; hurry up and get off .""}, {""role"": ""user"", ""content"": ""Where are we ?""}, {""role"": ""assistant"", ""content"": ""I don't know .""}, {""role"": ""user"", ""content"": ""You said this was the right stop .""}, {""role"": ""assistant"", ""content"": ""I think I was wrong .""}, {""role"": ""user"", ""content"": ""Did we get off the bus too early ?""}, {""role"": ""assistant"", ""content"": ""I don't know ; it kind of looks like we did .""}, {""role"": ""user"", ""content"": ""Why did you tell me to get off ?""}, {""role"": ""assistant"", ""content"": ""I'm sorry . I thought this was our stop .""}, {""role"": ""user"", ""content"": ""I really don't feel like walking .""}, {""role"": ""assistant"", ""content"": ""We could always wait for the next bus to come .""}]","question, directive, question, inform, inform, inform, question, inform, question, inform, inform, directive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, sadness, sadness, no emotion, no emotion"
3610,Ordinary Life,"[{""role"": ""user"", ""content"": ""I would like to get a bus pass .""}, {""role"": ""assistant"", ""content"": ""Do you know what kind of pass you want ?""}, {""role"": ""user"", ""content"": ""Can you tell me my options ?""}, {""role"": ""assistant"", ""content"": ""There are passes for a day , month , and week , and there are student passes .""}, {""role"": ""user"", ""content"": ""I would like the student pass .""}, {""role"": ""assistant"", ""content"": ""Let me see your student ID .""}, {""role"": ""user"", ""content"": ""Here you go .""}, {""role"": ""assistant"", ""content"": ""Thank you very much .""}, {""role"": ""user"", ""content"": ""How much will it be for the pass ?""}, {""role"": ""assistant"", ""content"": ""The monthly sticker is $ 24 , but the actual pass is free .""}, {""role"": ""user"", ""content"": ""That'll be fine .""}, {""role"": ""assistant"", ""content"": ""We appreciate your business .""}]","directive, question, directive, inform, directive, directive, commissive, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, no emotion, happiness, happiness"
3611,Ordinary Life,"[{""role"": ""user"", ""content"": ""What bus can I catch to get to the Gold Line ?""}, {""role"": ""assistant"", ""content"": ""Tell me where you live .""}, {""role"": ""user"", ""content"": ""I live in Altadena .""}, {""role"": ""assistant"", ""content"": ""You can catch the 264 .""}, {""role"": ""user"", ""content"": ""It goes to the Gold Line ?""}, {""role"": ""assistant"", ""content"": ""Yes , it does .""}, {""role"": ""user"", ""content"": ""What street do I go to to catch it ?""}, {""role"": ""assistant"", ""content"": ""You can catch it on Altadena Drive .""}, {""role"": ""user"", ""content"": ""I had no idea that bus went to the station .""}, {""role"": ""assistant"", ""content"": ""Yes , it does .""}, {""role"": ""user"", ""content"": ""I'm glad you told me .""}, {""role"": ""assistant"", ""content"": ""You're welcome .""}]","question, directive, inform, directive, question, inform, question, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3612,Ordinary Life,"[{""role"": ""user"", ""content"": ""Is there a bus in Altadena that'll take me to downtown LA ?""}, {""role"": ""assistant"", ""content"": ""The 486 .""}, {""role"": ""user"", ""content"": ""The 486 really goes downtown ?""}, {""role"": ""assistant"", ""content"": ""Yes , it does .""}, {""role"": ""user"", ""content"": ""How long is the bus ride ?""}, {""role"": ""assistant"", ""content"": ""It's about forty-five minutes to an hour .""}, {""role"": ""user"", ""content"": ""Is that right ?""}, {""role"": ""assistant"", ""content"": ""Yeah , it's not that long of a trip .""}, {""role"": ""user"", ""content"": ""Is that a crowded bus ?""}, {""role"": ""assistant"", ""content"": ""It starts getting more crowded the closer you get to LA .""}, {""role"": ""user"", ""content"": ""Thank you very much .""}, {""role"": ""assistant"", ""content"": ""You're very welcome .""}]","question, inform, question, inform, question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3614,Ordinary Life,"[{""role"": ""user"", ""content"": ""Do you know a bus I can take from Altadena to downtown LA ?""}, {""role"": ""assistant"", ""content"": ""I believe you can take the 486 .""}, {""role"": ""user"", ""content"": ""Will that bus really take me to LA ?""}, {""role"": ""assistant"", ""content"": ""It sure will .""}, {""role"": ""user"", ""content"": ""Is it a very long ride ?""}, {""role"": ""assistant"", ""content"": ""It's a forty-five minute to an hour ride .""}, {""role"": ""user"", ""content"": ""Really ?""}, {""role"": ""assistant"", ""content"": ""It doesn't take long at all""}, {""role"": ""user"", ""content"": ""Do a lot of people ride that bus ?""}, {""role"": ""assistant"", ""content"": ""More people start getting on around LA .""}, {""role"": ""user"", ""content"": ""Wow , thanks a lot .""}, {""role"": ""assistant"", ""content"": ""Don't mention it .""}]","question, inform, question, inform, question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, no emotion, no emotion, happiness, no emotion"
3616,Ordinary Life,"[{""role"": ""user"", ""content"": ""Can you tell me what bus to catch from Altadena to downtown LA ?""}, {""role"": ""assistant"", ""content"": ""You can catch the 486 .""}, {""role"": ""user"", ""content"": ""That bus goes all the way to LA ?""}, {""role"": ""assistant"", ""content"": ""I believe so .""}, {""role"": ""user"", ""content"": ""Is the bus ride long ?""}, {""role"": ""assistant"", ""content"": ""It only takes 45 minutes to an hour .""}, {""role"": ""user"", ""content"": ""That's all ?""}, {""role"": ""assistant"", ""content"": ""It's a pretty short trip .""}, {""role"": ""user"", ""content"": ""Is there always a lot of people on that bus ?""}, {""role"": ""assistant"", ""content"": ""It only gets crowded once it gets to LA .""}, {""role"": ""user"", ""content"": ""Oh okay , thank you .""}, {""role"": ""assistant"", ""content"": ""No problem .""}]","question, directive, question, inform, question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3617,Ordinary Life,"[{""role"": ""user"", ""content"": ""Do you know which bus I can take to PCC ?""}, {""role"": ""assistant"", ""content"": ""Tell me where you need to get on at .""}, {""role"": ""user"", ""content"": ""I live on Las Flores and Fair Oaks .""}, {""role"": ""assistant"", ""content"": ""If you don't mind walking , I know a bus you can take .""}, {""role"": ""user"", ""content"": ""I'm okay with walking .""}, {""role"": ""assistant"", ""content"": ""Walk all the way down Fair Oaks , and catch the 267 on Altadena Drive .""}, {""role"": ""user"", ""content"": ""Do you know which direction it should be heading ?""}, {""role"": ""assistant"", ""content"": ""You have to catch it going west .""}, {""role"": ""user"", ""content"": ""Which stop do I get off on ?""}, {""role"": ""assistant"", ""content"": ""You need to get off on the corner of Del Mar and Hill .""}, {""role"": ""user"", ""content"": ""Thank you for telling me .""}, {""role"": ""assistant"", ""content"": ""It was my pleasure .""}]","question, directive, inform, directive, commissive, directive, question, directive, question, directive, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3626,Ordinary Life,"[{""role"": ""user"", ""content"": ""Did you go and buy your bus pass ?""}, {""role"": ""assistant"", ""content"": ""No , I didn't .""}, {""role"": ""user"", ""content"": ""When are you going to go get it ?""}, {""role"": ""assistant"", ""content"": ""I'm not sure where they sell bus passes at .""}, {""role"": ""user"", ""content"": ""Why didn't you just ask me ?""}, {""role"": ""assistant"", ""content"": ""Where should I go ?""}, {""role"": ""user"", ""content"": ""You can get one from student services .""}, {""role"": ""assistant"", ""content"": ""I had no clue that I could get it there .""}, {""role"": ""user"", ""content"": ""I already knew that .""}, {""role"": ""assistant"", ""content"": ""Thanks for letting me know .""}, {""role"": ""user"", ""content"": ""You're welcome .""}, {""role"": ""assistant"", ""content"": ""I'm going to go and get it right now .""}]","question, inform, question, inform, question, question, directive, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness, no emotion"
3627,Ordinary Life,"[{""role"": ""user"", ""content"": ""What's up , how are you ?""}, {""role"": ""assistant"", ""content"": ""I'm splendid . How about yourself ?""}, {""role"": ""user"", ""content"": ""Could be better .""}, {""role"": ""assistant"", ""content"": ""So , have you been on the bus very long ?""}, {""role"": ""user"", ""content"": ""I got on about fifteen minutes ago .""}, {""role"": ""assistant"", ""content"": ""How often do you ride the bus ?""}, {""role"": ""user"", ""content"": ""I usually just drive .""}, {""role"": ""assistant"", ""content"": ""You have your own vehicle ?""}, {""role"": ""user"", ""content"": ""Yes , I have my own car .""}, {""role"": ""assistant"", ""content"": ""So then , why don't you drive it ?""}, {""role"": ""user"", ""content"": ""I'm waiting for our President to lower the gas prices .""}, {""role"": ""assistant"", ""content"": ""Smart .""}]","question, question, inform, question, inform, question, inform, question, inform, question, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3629,Ordinary Life,"[{""role"": ""user"", ""content"": ""How are you doing ?""}, {""role"": ""assistant"", ""content"": ""I'm pretty good , you ?""}, {""role"": ""user"", ""content"": ""I'm awesome .""}, {""role"": ""assistant"", ""content"": ""How long have you been on the bus ?""}, {""role"": ""user"", ""content"": ""I've been on here for like , 15 minutes .""}, {""role"": ""assistant"", ""content"": ""Do you catch this bus a lot ?""}, {""role"": ""user"", ""content"": ""Not much , I have a car .""}, {""role"": ""assistant"", ""content"": ""So , you have your own car ?""}, {""role"": ""user"", ""content"": ""I sure do .""}, {""role"": ""assistant"", ""content"": ""Then , why are you on the bus with me ?""}, {""role"": ""user"", ""content"": ""I'm waiting till our President gets out of office , and the gas prices go down .""}, {""role"": ""assistant"", ""content"": ""That's good thinking .""}]","question, question, inform, question, inform, question, inform, question, inform, question, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3635,Ordinary Life,"[{""role"": ""user"", ""content"": ""Did you ever get your bus pass ?""}, {""role"": ""assistant"", ""content"": ""I don't think I'm going to get one .""}, {""role"": ""user"", ""content"": ""Why not ?""}, {""role"": ""assistant"", ""content"": ""It's just a waste of cash , man !""}, {""role"": ""user"", ""content"": ""Actually , it'll save you money .""}, {""role"": ""assistant"", ""content"": ""Oh , really ?""}, {""role"": ""user"", ""content"": ""Because you can use your bus pass as many times as you want .""}, {""role"": ""assistant"", ""content"": ""Really ?""}, {""role"": ""user"", ""content"": ""Yeah , and you never have to worry about scraping for change .""}, {""role"": ""assistant"", ""content"": ""That sounds like a good deal .""}, {""role"": ""user"", ""content"": ""Yeah , So , are you going to buy one ?""}, {""role"": ""assistant"", ""content"": ""I will .""}]","question, inform, question, inform, inform, question, inform, question, inform, inform, question, inform","no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, surprise, no emotion, no emotion, no emotion, no emotion"
3636,Ordinary Life,"[{""role"": ""user"", ""content"": ""Have you bought a bus pass yet ?""}, {""role"": ""assistant"", ""content"": ""I'm not getting one .""}, {""role"": ""user"", ""content"": ""Why is that ?""}, {""role"": ""assistant"", ""content"": ""It's cheaper if I don't buy one .""}, {""role"": ""user"", ""content"": ""Buying a bus pass will save you money .""}, {""role"": ""assistant"", ""content"": ""How do you figure that ?""}, {""role"": ""user"", ""content"": ""There's no limit to how often you can use your bus pass .""}, {""role"": ""assistant"", ""content"": ""Really ?""}, {""role"": ""user"", ""content"": ""Plus , you don't have to use change for the bus anymore .""}, {""role"": ""assistant"", ""content"": ""I like that .""}, {""role"": ""user"", ""content"": ""You want to buy one now ?""}, {""role"": ""assistant"", ""content"": ""I'm going to .""}]","question, inform, question, inform, inform, question, inform, question, inform, inform, question, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, happiness, no emotion, no emotion"
3641,Ordinary Life,"[{""role"": ""user"", ""content"": ""Could I get some beef ?""}, {""role"": ""assistant"", ""content"": ""What kind of beef would you like to get ?""}, {""role"": ""user"", ""content"": ""Ground beef would be fine .""}, {""role"": ""assistant"", ""content"": ""How many pounds would you like ?""}, {""role"": ""user"", ""content"": ""Four pounds is enough .""}, {""role"": ""assistant"", ""content"": ""What kind of ground beef do you want ?""}, {""role"": ""user"", ""content"": ""I'm going to need extra lean ground beef .""}, {""role"": ""assistant"", ""content"": ""I can get that for you .""}, {""role"": ""user"", ""content"": ""Thanks so much .""}, {""role"": ""assistant"", ""content"": ""You're welcome , Let me go wrap the ground beef up for you .""}, {""role"": ""user"", ""content"": ""Thanks for everything .""}]","directive, question, directive, question, directive, question, directive, commissive, inform, directive, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness, happiness"
3647,Ordinary Life,"[{""role"": ""user"", ""content"": ""I need to get some beef .""}, {""role"": ""assistant"", ""content"": ""Do you know what kind of beef you want ?""}, {""role"": ""user"", ""content"": ""I want to get some ground beef .""}, {""role"": ""assistant"", ""content"": ""How many pounds do you need ?""}, {""role"": ""user"", ""content"": ""I would like four pounds of ground beef .""}, {""role"": ""assistant"", ""content"": ""What kind of ground beef do you need ?""}, {""role"": ""user"", ""content"": ""I would like the extra lean .""}, {""role"": ""assistant"", ""content"": ""Let me go and get that for you .""}, {""role"": ""user"", ""content"": ""Thank you very much .""}, {""role"": ""assistant"", ""content"": ""No problem . I'll wrap it up for you now .""}, {""role"": ""user"", ""content"": ""I appreciate that .""}]","directive, question, directive, question, directive, question, directive, commissive, inform, directive, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, happiness"
3649,Ordinary Life,"[{""role"": ""user"", ""content"": ""I want to buy some meat .""}, {""role"": ""assistant"", ""content"": ""What kind would you like ?""}, {""role"": ""user"", ""content"": ""I want one pound of ground beef .""}, {""role"": ""assistant"", ""content"": ""That's going to be about $ 2.48 .""}, {""role"": ""user"", ""content"": ""That will be fine .""}, {""role"": ""assistant"", ""content"": ""What else can I get for you ?""}, {""role"": ""user"", ""content"": ""Let me also have three pounds of chicken breasts .""}, {""role"": ""assistant"", ""content"": ""That's going to be $ 4.05 a pound .""}, {""role"": ""user"", ""content"": ""Can you tell me the total cost of the chicken breasts ?""}, {""role"": ""assistant"", ""content"": ""That will be $ 12.15 .""}, {""role"": ""user"", ""content"": ""That's all I'm going to get today .""}, {""role"": ""assistant"", ""content"": ""That's fine . Let me get your meat .""}]","directive, question, directive, inform, inform, question, directive, inform, directive, inform, inform, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3651,Ordinary Life,"[{""role"": ""user"", ""content"": ""I really want to get something to eat .""}, {""role"": ""assistant"", ""content"": ""What are you going to get ?""}, {""role"": ""user"", ""content"": ""I don't know what I want to eat .""}, {""role"": ""assistant"", ""content"": ""Well , do you want burgers , Chinese food , or Mexican food ?""}, {""role"": ""user"", ""content"": ""Chinese food sounds good .""}, {""role"": ""assistant"", ""content"": ""Where are you going to get it from ?""}, {""role"": ""user"", ""content"": ""I haven't the slightest idea .""}, {""role"": ""assistant"", ""content"": ""I usually get my Chinese food from Panda Express .""}, {""role"": ""user"", ""content"": ""You like Panda Express ?""}, {""role"": ""assistant"", ""content"": ""The food there is actually pretty good .""}, {""role"": ""user"", ""content"": ""Maybe I'll go there then .""}, {""role"": ""assistant"", ""content"": ""You should . I know you'll like it .""}]","directive, question, inform, question, directive, question, inform, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3654,Ordinary Life,"[{""role"": ""user"", ""content"": ""I think I'm going to go get some food .""}, {""role"": ""assistant"", ""content"": ""What do you want ?""}, {""role"": ""user"", ""content"": ""I can't decide what to get .""}, {""role"": ""assistant"", ""content"": ""What kind of food do you want to get ?""}, {""role"": ""user"", ""content"": ""I think I might like some Chinese food .""}, {""role"": ""assistant"", ""content"": ""Do you know where you're going to get it ?""}, {""role"": ""user"", ""content"": ""I honestly don't know .""}, {""role"": ""assistant"", ""content"": ""I go to Panda Express for my Chinese food .""}, {""role"": ""user"", ""content"": ""You like the food there ?""}, {""role"": ""assistant"", ""content"": ""I really like the food .""}, {""role"": ""user"", ""content"": ""I think I'll go and get my food there .""}, {""role"": ""assistant"", ""content"": ""I think you'll enjoy the food .""}]","inform, question, inform, question, inform, question, inform, directive, question, inform, commissive, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
4167,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""I was just about to go to bed when the telephone rang last night .""}, {""role"": ""assistant"", ""content"": ""Who was it ?""}, {""role"": ""user"", ""content"": ""Kate . She said she was too excited to go to sleep .""}, {""role"": ""assistant"", ""content"": ""She never cares about others .""}, {""role"": ""user"", ""content"": ""It ’ s true . Guess what we were talking about last night .""}, {""role"": ""assistant"", ""content"": ""Her new boyfriend , right ?""}, {""role"": ""user"", ""content"": ""Yeah , how do you know about that ?""}, {""role"": ""assistant"", ""content"": ""I was also interrupted by her last week because of such a thing .""}]","inform, question, inform, inform, directive, commissive, question, inform","no emotion, no emotion, no emotion, disgust, no emotion, no emotion, surprise, no emotion"
4168,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Hey John . I have some great news .""}, {""role"": ""assistant"", ""content"": ""What happened ?""}, {""role"": ""user"", ""content"": ""I got a job offer from Dell .""}, {""role"": ""assistant"", ""content"": ""That's great . I thought you said you didn't get the job .""}, {""role"": ""user"", ""content"": ""I thought I did bad on the interview , but I guess I was wrong . I'm so happy right now .""}, {""role"": ""assistant"", ""content"": ""I bet . That's great news . I'm very happy for you .""}, {""role"": ""user"", ""content"": ""Thanks . I feel like celebrating . Let's go have a beer . It's on me .""}, {""role"": ""assistant"", ""content"": ""Sounds good .""}]","inform, question, inform, inform, inform, inform, directive, commissive","happiness, no emotion, happiness, happiness, happiness, happiness, happiness, happiness"
4173,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""I got the job you recommended me for last week .""}, {""role"": ""assistant"", ""content"": ""That's great ! Congratulations .""}, {""role"": ""user"", ""content"": ""I really don't know how I can thank you enough .""}, {""role"": ""assistant"", ""content"": ""Oh , it's my pleasure . After all , you are very qualified for the position .""}, {""role"": ""user"", ""content"": ""Thank you very much indeed.You helped me rebuild my self-confidence .""}, {""role"": ""assistant"", ""content"": ""Don't mention it.You ' re always been good.What do you say we go out to celebrate ?""}, {""role"": ""user"", ""content"": ""That would be great .""}]","inform, inform, inform, inform, inform, directive, commissive","no emotion, happiness, happiness, happiness, happiness, happiness, happiness"
4180,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""You didn't ring me last night . You said you would .""}, {""role"": ""assistant"", ""content"": ""I'm sorry to have made you disappointed .""}, {""role"": ""user"", ""content"": ""That's all right . But why were you so rude to me at lunch .""}, {""role"": ""assistant"", ""content"": ""Was I ? Sorry , I didn ’ t mean to be . I do apologize .""}, {""role"": ""user"", ""content"": ""And why are you yarning now ? Are you bored ?""}, {""role"": ""assistant"", ""content"": ""Forgive me darling . I'm very tired .""}]","inform, inform, question, inform, question, inform","no emotion, sadness, no emotion, surprise, no emotion, no emotion"
4205,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Bob , put on your shoes , your feet are really smelly .""}, {""role"": ""assistant"", ""content"": ""No foot gives out scent .""}, {""role"": ""user"", ""content"": ""But don't forget you are in a cafe .""}, {""role"": ""assistant"", ""content"": ""Never mind , the odour of my feet will quicken their eating speed .""}, {""role"": ""user"", ""content"": ""I simply can't bear your barbaric behavior .""}, {""role"": ""assistant"", ""content"": ""Don ’ t pretend you are a good God .""}, {""role"": ""user"", ""content"": ""You should feel shameful for your behavior .""}, {""role"": ""assistant"", ""content"": ""I've never experienced such a kind of feeling .""}, {""role"": ""user"", ""content"": ""I'm really sick of you .""}]","directive, commissive, inform, inform, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, anger, no emotion, anger, no emotion, disgust"
4209,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""David , I ’ m going to China .""}, {""role"": ""assistant"", ""content"": ""Really ? How did you get the chance ?""}, {""role"": ""user"", ""content"": ""You know . I took part in the Chinese contest . I was the best and they gave me this reward . I don ’ t have to pay for my trip .""}, {""role"": ""assistant"", ""content"": ""Congratulations . How lucky you are !""}, {""role"": ""user"", ""content"": ""Thank you . I ’ m leaving tomorrow morning .""}, {""role"": ""assistant"", ""content"": ""I ’ m sure you ’ ll enjoy the trip . China is such a beautiful country .""}, {""role"": ""user"", ""content"": ""I ’ m sure I will .""}, {""role"": ""assistant"", ""content"": ""Have a nice journey , Lily .""}, {""role"": ""user"", ""content"": ""Thank you , David .""}]","inform, question, inform, inform, inform, inform, inform, inform, inform","no emotion, surprise, no emotion, happiness, happiness, happiness, happiness, happiness, happiness"
4211,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Oh !""}, {""role"": ""assistant"", ""content"": ""What fools we were !""}, {""role"": ""user"", ""content"": ""To think of it ! All my old silver ! It meant so much to me .""}, {""role"": ""assistant"", ""content"": ""And my new car . To think that he simply drove off with everything in my car . That's what hurts me most .""}, {""role"": ""user"", ""content"": ""What's so terrible too , is the fools we've made of ourselves .""}, {""role"": ""assistant"", ""content"": ""I hardly dare call the police . They'll just laugh at us .""}, {""role"": ""user"", ""content"": ""I'll never get over it . Oh , Harry , it was all so unnecessary . That man ! ! How could he do this to us after we'd put him up ?""}, {""role"": ""assistant"", ""content"": ""And his story didn't even hold together . I feel such an idiot .""}]","inform, inform, inform, inform, inform, inform, inform, inform","no emotion, sadness, no emotion, no emotion, sadness, no emotion, anger, anger"
4212,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""What's up ? You look low .""}, {""role"": ""assistant"", ""content"": ""It's my girlfriend . I guess she's playing the army game .""}, {""role"": ""user"", ""content"": ""How come ?""}, {""role"": ""assistant"", ""content"": ""I saw her dating with her ex-boyfriend again .""}, {""role"": ""user"", ""content"": ""I understand that . But I think maybe it's not a date . You are taking the matter too much to heart .""}, {""role"": ""assistant"", ""content"": ""Maybe . But it still gets on my nerves .""}]","question, inform, question, inform, inform, inform","no emotion, sadness, no emotion, sadness, no emotion, sadness"
4214,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""You are saying he will be promoted to the general manager ?""}, {""role"": ""assistant"", ""content"": ""Yeah .""}, {""role"": ""user"", ""content"": ""Are you sure ?""}, {""role"": ""assistant"", ""content"": ""Yes . I bet my bottom dollar that he will get promoted .""}, {""role"": ""user"", ""content"": ""Just because he gets on well with everybody ?""}, {""role"": ""assistant"", ""content"": ""Partly , and he's also a hardworking man .""}]","question, inform, question, inform, question, inform","surprise, no emotion, surprise, no emotion, no emotion, no emotion"
4242,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""What an attractive blouse , You look so pretty in this blue dress !""}, {""role"": ""assistant"", ""content"": ""Really ? Thank you . I bought it in Spring Street yesterday .""}, {""role"": ""user"", ""content"": ""It's very nice.It goes well with your skirt .""}, {""role"": ""assistant"", ""content"": ""Thank you.It ' s very nice of you to say so .""}, {""role"": ""user"", ""content"": ""Not at all.This dress certainly shows your good taste .""}, {""role"": ""assistant"", ""content"": ""That's quite a compliment coming from you .""}]","inform, inform, inform, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness"
4244,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Hi .""}, {""role"": ""assistant"", ""content"": ""Hi , Mary , Hi , Ken I hate to bring this up , but that new stereo , system you got ...""}, {""role"": ""user"", ""content"": ""Yeah ?""}, {""role"": ""assistant"", ""content"": ""You were playing it very late last night .""}, {""role"": ""user"", ""content"": ""Yeah ?""}, {""role"": ""assistant"", ""content"": ""It kept me awake .""}, {""role"": ""user"", ""content"": ""Oh , I'm sorry .""}, {""role"": ""assistant"", ""content"": ""It kept me awake a couple of hours .""}, {""role"": ""user"", ""content"": ""I'm so sorry , I .. I didn't realize it was that loud .""}, {""role"": ""assistant"", ""content"": ""It was that loud , and it was pretty late , and check with Mary if you don't believe me .""}, {""role"": ""user"", ""content"": ""It's true.It was a bit loud .""}, {""role"": ""assistant"", ""content"": ""I'm very sorry . I didn't realize it . I promise I'll keep it down in the future .""}, {""role"": ""user"", ""content"": ""Oh , it's no problem.It ' s OK.You know , it only happened once .""}, {""role"": ""assistant"", ""content"": ""I am glad we've straightened everything out .""}]","inform, inform, question, inform, question, inform, inform, inform, inform, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, sadness, no emotion, sadness, no emotion, no emotion, no emotion, happiness, happiness"
4245,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""How do you do , Prof.Smith .""}, {""role"": ""assistant"", ""content"": ""How do you do , Ms . Yang.You speak very good English .""}, {""role"": ""user"", ""content"": ""Thank you . I begin to like English even when I was a child .""}, {""role"": ""assistant"", ""content"": ""Where did you learn it ?""}, {""role"": ""user"", ""content"": ""At school , in China.This is my first time to be out of my own country .""}, {""role"": ""assistant"", ""content"": ""It's amazing .""}]","inform, inform, inform, question, inform, inform","no emotion, happiness, happiness, no emotion, no emotion, surprise"
