Dialogue_ID,Topic,Text,Acts,Emotions
3590,Ordinary Life,"When do we get off the bus ? __eou__ I think we have a while longer . __eou__ I feel like we've been on this bus forever . __eou__ That's true . __eou__ Are you sure we weren't supposed to get off already ? __eou__ I don't know . __eou__ I thought you knew where we get off at . __eou__ I wasn't really paying attention . I think we missed our stop . __eou__ Seriously ? __eou__ Yeah , we definitely missed our stop . __eou__ That's the last time I get on a bus with you . __eou__ My bad.sorry ! __eou__","question, inform, inform, inform, question, inform, inform, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, no emotion, sadness"
3592,Ordinary Life,Do you know a bus that goes to the Gold Line station ? __eou__ Do you live in Pasadena ? __eou__ My house is up in Altadena . __eou__ You could always take the 264 . __eou__ It'll really take me to the station ? __eou__ It goes all the way there . __eou__ Do you know what street it goes on ? __eou__ Catch it on Altadena Drive . __eou__ I would've never known . __eou__ Now you know . __eou__ I appreciate you telling me . __eou__ No problem . __eou__,"question, question, inform, inform, question, inform, question, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3594,Ordinary Life,"Do you know which stop we get off at ? __eou__ We still have more to go , I think . __eou__ We've been on this bus for a while now . __eou__ You're right . __eou__ Should we have gotten off the bus already ? __eou__ I don't think so . __eou__ I thought you knew . __eou__ Maybe we did miss our stop . __eou__ Really ? __eou__ I'm positive that we missed our stop . __eou__ I'm never catching the bus with you again . __eou__ My mistake . __eou__","question, inform, inform, inform, question, inform, inform, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, no emotion, sadness"
3596,Ordinary Life,"Do you need help with something ? __eou__ I need help finding a new refrigerator . __eou__ Do you see anything that you like ? __eou__ That Kenmore looks nice . __eou__ That is a wonderful choice . __eou__ What makes is so great ? __eou__ It's very inexpensive , and it has all the appliances . __eou__ What appliances are you talking about ? __eou__ The fridge and freezer is very spacious , and it also has an ice maker and water dispenser . __eou__ May I take a look inside ? __eou__ Take a look inside . __eou__ It's very nice . I'd like to purchase this refrigerator . __eou__","question, directive, question, inform, inform, question, inform, question, inform, directive, commissive, inform","no emotion, no emotion, no emotion, happiness, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness"
3598,Ordinary Life,"Can I help you find something ? __eou__ I would like to buy a new fridge . __eou__ Is there one in particular that you like ? __eou__ I was looking at this Kenmore refrigerator . __eou__ Ah yes , that is a great refrigerator . __eou__ What's so great about it ? __eou__ It's both affordable and it comes with all the appliances . __eou__ What appliances ? __eou__ It comes with an ice maker , water dispenser , and there is a lot of room inside . __eou__ May I see the inside for myself ? __eou__ Be my guest . __eou__ Wow ! You're right ! This refrigerator is great . I'll take it . __eou__","question, directive, question, inform, inform, question, inform, question, inform, question, inform, directive","no emotion, no emotion, no emotion, no emotion, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness"
3604,Ordinary Life,"I need to get on another bus , but I have no more money . __eou__ Where'd the rest of your money for the bus go ? __eou__ I spent it on a bag of chips . __eou__ Well , that was an intelligent thing to do . __eou__ You don't have any spare change ? __eou__ No , I don't . __eou__ How am I going to get home ? __eou__ You should just ask the bus driver for a transfer . __eou__ How much does that cost ? __eou__ It's free ; just go ask for one . __eou__ Thanks for letting me know . __eou__ No problem , just go ask . __eou__","directive, question, inform, inform, question, inform, question, directive, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3605,Ordinary Life,"Is this our bus stop ? __eou__ I think this is it . Get off . __eou__ Dude , where are we at ? __eou__ I have no idea . __eou__ I thought this was the right stop . __eou__ It doesn't look right to me . __eou__ Did you make us get off early ? __eou__ I think we did . __eou__ I should not have listened to you . __eou__ I really thought this was our stop . __eou__ Now we have to walk . __eou__ Maybe we should just wait for the next bus . __eou__","question, directive, question, inform, inform, inform, question, inform, inform, inform, directive, directive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, sadness, sadness, no emotion, no emotion"
3606,Ordinary Life,"I'm not sure , is this our stop ? __eou__ Yeah , get off the bus . __eou__ Do you have any idea where we are ? __eou__ I'm really not sure . __eou__ This can't be the right stop . __eou__ I don't think this is right . __eou__ We got off too early , didn't we ? __eou__ Yeah , we did get off too early . __eou__ I should've just stayed on the bus . __eou__ I messed up . __eou__ Great , we have to walk now . __eou__ You want to wait for the next bus ? __eou__","question, directive, question, inform, inform, inform, question, inform, inform, inform, directive, directive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, sadness, sadness, no emotion, no emotion"
3609,Ordinary Life,Are we supposed to get off right here ? __eou__ I think so ; hurry up and get off . __eou__ Where are we ? __eou__ I don't know . __eou__ You said this was the right stop . __eou__ I think I was wrong . __eou__ Did we get off the bus too early ? __eou__ I don't know ; it kind of looks like we did . __eou__ Why did you tell me to get off ? __eou__ I'm sorry . I thought this was our stop . __eou__ I really don't feel like walking . __eou__ We could always wait for the next bus to come . __eou__,"question, directive, question, inform, inform, inform, question, inform, question, inform, inform, directive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, sadness, sadness, no emotion, no emotion"
3610,Ordinary Life,"I would like to get a bus pass . __eou__ Do you know what kind of pass you want ? __eou__ Can you tell me my options ? __eou__ There are passes for a day , month , and week , and there are student passes . __eou__ I would like the student pass . __eou__ Let me see your student ID . __eou__ Here you go . __eou__ Thank you very much . __eou__ How much will it be for the pass ? __eou__ The monthly sticker is $ 24 , but the actual pass is free . __eou__ That'll be fine . __eou__ We appreciate your business . __eou__","directive, question, directive, inform, directive, directive, commissive, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, no emotion, happiness, happiness"
3611,Ordinary Life,"What bus can I catch to get to the Gold Line ? __eou__ Tell me where you live . __eou__ I live in Altadena . __eou__ You can catch the 264 . __eou__ It goes to the Gold Line ? __eou__ Yes , it does . __eou__ What street do I go to to catch it ? __eou__ You can catch it on Altadena Drive . __eou__ I had no idea that bus went to the station . __eou__ Yes , it does . __eou__ I'm glad you told me . __eou__ You're welcome . __eou__","question, directive, inform, directive, question, inform, question, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3612,Ordinary Life,"Is there a bus in Altadena that'll take me to downtown LA ? __eou__ The 486 . __eou__ The 486 really goes downtown ? __eou__ Yes , it does . __eou__ How long is the bus ride ? __eou__ It's about forty-five minutes to an hour . __eou__ Is that right ? __eou__ Yeah , it's not that long of a trip . __eou__ Is that a crowded bus ? __eou__ It starts getting more crowded the closer you get to LA . __eou__ Thank you very much . __eou__ You're very welcome . __eou__","question, inform, question, inform, question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3614,Ordinary Life,"Do you know a bus I can take from Altadena to downtown LA ? __eou__ I believe you can take the 486 . __eou__ Will that bus really take me to LA ? __eou__ It sure will . __eou__ Is it a very long ride ? __eou__ It's a forty-five minute to an hour ride . __eou__ Really ? __eou__ It doesn't take long at all __eou__ Do a lot of people ride that bus ? __eou__ More people start getting on around LA . __eou__ Wow , thanks a lot . __eou__ Don't mention it . __eou__","question, inform, question, inform, question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, no emotion, no emotion, happiness, no emotion"
3616,Ordinary Life,"Can you tell me what bus to catch from Altadena to downtown LA ? __eou__ You can catch the 486 . __eou__ That bus goes all the way to LA ? __eou__ I believe so . __eou__ Is the bus ride long ? __eou__ It only takes 45 minutes to an hour . __eou__ That's all ? __eou__ It's a pretty short trip . __eou__ Is there always a lot of people on that bus ? __eou__ It only gets crowded once it gets to LA . __eou__ Oh okay , thank you . __eou__ No problem . __eou__","question, directive, question, inform, question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3617,Ordinary Life,"Do you know which bus I can take to PCC ? __eou__ Tell me where you need to get on at . __eou__ I live on Las Flores and Fair Oaks . __eou__ If you don't mind walking , I know a bus you can take . __eou__ I'm okay with walking . __eou__ Walk all the way down Fair Oaks , and catch the 267 on Altadena Drive . __eou__ Do you know which direction it should be heading ? __eou__ You have to catch it going west . __eou__ Which stop do I get off on ? __eou__ You need to get off on the corner of Del Mar and Hill . __eou__ Thank you for telling me . __eou__ It was my pleasure . __eou__","question, directive, inform, directive, commissive, directive, question, directive, question, directive, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3626,Ordinary Life,"Did you go and buy your bus pass ? __eou__ No , I didn't . __eou__ When are you going to go get it ? __eou__ I'm not sure where they sell bus passes at . __eou__ Why didn't you just ask me ? __eou__ Where should I go ? __eou__ You can get one from student services . __eou__ I had no clue that I could get it there . __eou__ I already knew that . __eou__ Thanks for letting me know . __eou__ You're welcome . __eou__ I'm going to go and get it right now . __eou__","question, inform, question, inform, question, question, directive, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness, no emotion"
3627,Ordinary Life,"What's up , how are you ? __eou__ I'm splendid . How about yourself ? __eou__ Could be better . __eou__ So , have you been on the bus very long ? __eou__ I got on about fifteen minutes ago . __eou__ How often do you ride the bus ? __eou__ I usually just drive . __eou__ You have your own vehicle ? __eou__ Yes , I have my own car . __eou__ So then , why don't you drive it ? __eou__ I'm waiting for our President to lower the gas prices . __eou__ Smart . __eou__","question, question, inform, question, inform, question, inform, question, inform, question, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3629,Ordinary Life,"How are you doing ? __eou__ I'm pretty good , you ? __eou__ I'm awesome . __eou__ How long have you been on the bus ? __eou__ I've been on here for like , 15 minutes . __eou__ Do you catch this bus a lot ? __eou__ Not much , I have a car . __eou__ So , you have your own car ? __eou__ I sure do . __eou__ Then , why are you on the bus with me ? __eou__ I'm waiting till our President gets out of office , and the gas prices go down . __eou__ That's good thinking . __eou__","question, question, inform, question, inform, question, inform, question, inform, question, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3635,Ordinary Life,"Did you ever get your bus pass ? __eou__ I don't think I'm going to get one . __eou__ Why not ? __eou__ It's just a waste of cash , man ! __eou__ Actually , it'll save you money . __eou__ Oh , really ? __eou__ Because you can use your bus pass as many times as you want . __eou__ Really ? __eou__ Yeah , and you never have to worry about scraping for change . __eou__ That sounds like a good deal . __eou__ Yeah , So , are you going to buy one ? __eou__ I will . __eou__","question, inform, question, inform, inform, question, inform, question, inform, inform, question, inform","no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, surprise, no emotion, no emotion, no emotion, no emotion"
3636,Ordinary Life,"Have you bought a bus pass yet ? __eou__ I'm not getting one . __eou__ Why is that ? __eou__ It's cheaper if I don't buy one . __eou__ Buying a bus pass will save you money . __eou__ How do you figure that ? __eou__ There's no limit to how often you can use your bus pass . __eou__ Really ? __eou__ Plus , you don't have to use change for the bus anymore . __eou__ I like that . __eou__ You want to buy one now ? __eou__ I'm going to . __eou__","question, inform, question, inform, inform, question, inform, question, inform, inform, question, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, happiness, no emotion, no emotion"
3641,Ordinary Life,"Could I get some beef ? __eou__ What kind of beef would you like to get ? __eou__ Ground beef would be fine . __eou__ How many pounds would you like ? __eou__ Four pounds is enough . __eou__ What kind of ground beef do you want ? __eou__ I'm going to need extra lean ground beef . __eou__ I can get that for you . __eou__ Thanks so much . __eou__ You're welcome , Let me go wrap the ground beef up for you . __eou__ Thanks for everything . __eou__","directive, question, directive, question, directive, question, directive, commissive, inform, directive, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness, happiness"
3647,Ordinary Life,I need to get some beef . __eou__ Do you know what kind of beef you want ? __eou__ I want to get some ground beef . __eou__ How many pounds do you need ? __eou__ I would like four pounds of ground beef . __eou__ What kind of ground beef do you need ? __eou__ I would like the extra lean . __eou__ Let me go and get that for you . __eou__ Thank you very much . __eou__ No problem . I'll wrap it up for you now . __eou__ I appreciate that . __eou__,"directive, question, directive, question, directive, question, directive, commissive, inform, directive, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, happiness"
3649,Ordinary Life,I want to buy some meat . __eou__ What kind would you like ? __eou__ I want one pound of ground beef . __eou__ That's going to be about $ 2.48 . __eou__ That will be fine . __eou__ What else can I get for you ? __eou__ Let me also have three pounds of chicken breasts . __eou__ That's going to be $ 4.05 a pound . __eou__ Can you tell me the total cost of the chicken breasts ? __eou__ That will be $ 12.15 . __eou__ That's all I'm going to get today . __eou__ That's fine . Let me get your meat . __eou__,"directive, question, directive, inform, inform, question, directive, inform, directive, inform, inform, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3651,Ordinary Life,"I really want to get something to eat . __eou__ What are you going to get ? __eou__ I don't know what I want to eat . __eou__ Well , do you want burgers , Chinese food , or Mexican food ? __eou__ Chinese food sounds good . __eou__ Where are you going to get it from ? __eou__ I haven't the slightest idea . __eou__ I usually get my Chinese food from Panda Express . __eou__ You like Panda Express ? __eou__ The food there is actually pretty good . __eou__ Maybe I'll go there then . __eou__ You should . I know you'll like it . __eou__","directive, question, inform, question, directive, question, inform, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
3654,Ordinary Life,I think I'm going to go get some food . __eou__ What do you want ? __eou__ I can't decide what to get . __eou__ What kind of food do you want to get ? __eou__ I think I might like some Chinese food . __eou__ Do you know where you're going to get it ? __eou__ I honestly don't know . __eou__ I go to Panda Express for my Chinese food . __eou__ You like the food there ? __eou__ I really like the food . __eou__ I think I'll go and get my food there . __eou__ I think you'll enjoy the food . __eou__,"inform, question, inform, question, inform, question, inform, directive, question, inform, commissive, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
4167,Attitude & Emotion,"I was just about to go to bed when the telephone rang last night . __eou__ Who was it ? __eou__ Kate . She said she was too excited to go to sleep . __eou__ She never cares about others . __eou__ It ’ s true . Guess what we were talking about last night . __eou__ Her new boyfriend , right ? __eou__ Yeah , how do you know about that ? __eou__ I was also interrupted by her last week because of such a thing . __eou__","inform, question, inform, inform, directive, commissive, question, inform","no emotion, no emotion, no emotion, disgust, no emotion, no emotion, surprise, no emotion"
4168,Attitude & Emotion,"Hey John . I have some great news . __eou__ What happened ? __eou__ I got a job offer from Dell . __eou__ That's great . I thought you said you didn't get the job . __eou__ I thought I did bad on the interview , but I guess I was wrong . I'm so happy right now . __eou__ I bet . That's great news . I'm very happy for you . __eou__ Thanks . I feel like celebrating . Let's go have a beer . It's on me . __eou__ Sounds good . __eou__","inform, question, inform, inform, inform, inform, directive, commissive","happiness, no emotion, happiness, happiness, happiness, happiness, happiness, happiness"
4173,Attitude & Emotion,"I got the job you recommended me for last week . __eou__ That's great ! Congratulations . __eou__ I really don't know how I can thank you enough . __eou__ Oh , it's my pleasure . After all , you are very qualified for the position . __eou__ Thank you very much indeed.You helped me rebuild my self-confidence . __eou__ Don't mention it.You ' re always been good.What do you say we go out to celebrate ? __eou__ That would be great . __eou__","inform, inform, inform, inform, inform, directive, commissive","no emotion, happiness, happiness, happiness, happiness, happiness, happiness"
4180,Attitude & Emotion,"You didn't ring me last night . You said you would . __eou__ I'm sorry to have made you disappointed . __eou__ That's all right . But why were you so rude to me at lunch . __eou__ Was I ? Sorry , I didn ’ t mean to be . I do apologize . __eou__ And why are you yarning now ? Are you bored ? __eou__ Forgive me darling . I'm very tired . __eou__","inform, inform, question, inform, question, inform","no emotion, sadness, no emotion, surprise, no emotion, no emotion"
4205,Attitude & Emotion,"Bob , put on your shoes , your feet are really smelly . __eou__ No foot gives out scent . __eou__ But don't forget you are in a cafe . __eou__ Never mind , the odour of my feet will quicken their eating speed . __eou__ I simply can't bear your barbaric behavior . __eou__ Don ’ t pretend you are a good God . __eou__ You should feel shameful for your behavior . __eou__ I've never experienced such a kind of feeling . __eou__ I'm really sick of you . __eou__","directive, commissive, inform, inform, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, anger, no emotion, anger, no emotion, disgust"
4209,Attitude & Emotion,"David , I ’ m going to China . __eou__ Really ? How did you get the chance ? __eou__ You know . I took part in the Chinese contest . I was the best and they gave me this reward . I don ’ t have to pay for my trip . __eou__ Congratulations . How lucky you are ! __eou__ Thank you . I ’ m leaving tomorrow morning . __eou__ I ’ m sure you ’ ll enjoy the trip . China is such a beautiful country . __eou__ I ’ m sure I will . __eou__ Have a nice journey , Lily . __eou__ Thank you , David . __eou__","inform, question, inform, inform, inform, inform, inform, inform, inform","no emotion, surprise, no emotion, happiness, happiness, happiness, happiness, happiness, happiness"
4211,Attitude & Emotion,"Oh ! __eou__ What fools we were ! __eou__ To think of it ! All my old silver ! It meant so much to me . __eou__ And my new car . To think that he simply drove off with everything in my car . That's what hurts me most . __eou__ What's so terrible too , is the fools we've made of ourselves . __eou__ I hardly dare call the police . They'll just laugh at us . __eou__ I'll never get over it . Oh , Harry , it was all so unnecessary . That man ! ! How could he do this to us after we'd put him up ? __eou__ And his story didn't even hold together . I feel such an idiot . __eou__","inform, inform, inform, inform, inform, inform, inform, inform","no emotion, sadness, no emotion, no emotion, sadness, no emotion, anger, anger"
4212,Attitude & Emotion,What's up ? You look low . __eou__ It's my girlfriend . I guess she's playing the army game . __eou__ How come ? __eou__ I saw her dating with her ex-boyfriend again . __eou__ I understand that . But I think maybe it's not a date . You are taking the matter too much to heart . __eou__ Maybe . But it still gets on my nerves . __eou__,"question, inform, question, inform, inform, inform","no emotion, sadness, no emotion, sadness, no emotion, sadness"
4214,Attitude & Emotion,"You are saying he will be promoted to the general manager ? __eou__ Yeah . __eou__ Are you sure ? __eou__ Yes . I bet my bottom dollar that he will get promoted . __eou__ Just because he gets on well with everybody ? __eou__ Partly , and he's also a hardworking man . __eou__","question, inform, question, inform, question, inform","surprise, no emotion, surprise, no emotion, no emotion, no emotion"
4242,Attitude & Emotion,"What an attractive blouse , You look so pretty in this blue dress ! __eou__ Really ? Thank you . I bought it in Spring Street yesterday . __eou__ It's very nice.It goes well with your skirt . __eou__ Thank you.It ' s very nice of you to say so . __eou__ Not at all.This dress certainly shows your good taste . __eou__ That's quite a compliment coming from you . __eou__","inform, inform, inform, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness"
4244,Attitude & Emotion,"Hi . __eou__ Hi , Mary , Hi , Ken I hate to bring this up , but that new stereo , system you got ... __eou__ Yeah ? __eou__ You were playing it very late last night . __eou__ Yeah ? __eou__ It kept me awake . __eou__ Oh , I'm sorry . __eou__ It kept me awake a couple of hours . __eou__ I'm so sorry , I .. I didn't realize it was that loud . __eou__ It was that loud , and it was pretty late , and check with Mary if you don't believe me . __eou__ It's true.It was a bit loud . __eou__ I'm very sorry . I didn't realize it . I promise I'll keep it down in the future . __eou__ Oh , it's no problem.It ' s OK.You know , it only happened once . __eou__ I am glad we've straightened everything out . __eou__","inform, inform, question, inform, question, inform, inform, inform, inform, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, sadness, no emotion, sadness, no emotion, no emotion, no emotion, happiness, happiness"
4245,Attitude & Emotion,"How do you do , Prof.Smith . __eou__ How do you do , Ms . Yang.You speak very good English . __eou__ Thank you . I begin to like English even when I was a child . __eou__ Where did you learn it ? __eou__ At school , in China.This is my first time to be out of my own country . __eou__ It's amazing . __eou__","inform, inform, inform, question, inform, inform","no emotion, happiness, happiness, no emotion, no emotion, surprise"
4249,Attitude & Emotion,"Hi ! Wang Mei.Come and have a look at my new dress . __eou__ Oh ! What a beautiful dress ! It fits you so well.You look so charming in the dress . __eou__ Thank you for saying so . __eou__ Where did you buy it ? __eou__ I bought it in a store near my school . __eou__ How much is it ? __eou__ It's only thirty yuan . __eou__ It's so cheap . I'll buy one , too . __eou__ I'll go together with you . __eou__","inform, inform, inform, question, inform, question, inform, inform, inform","happiness, happiness, happiness, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
4251,Attitude & Emotion,"Ah ! No ! Damn it ! __eou__ It's a blackout . Now I can't see Seinfeld . __eou__ So what ? I just lost one hour's worth of work . __eou__ Really ? How could you do that ? Don't you save every couple minutes ? __eou__ No , I didn't save this time.Damn it ! And I'm sick of writing this paper . Now I have to write it all over again too . __eou__ I've had that problem too many times . So I learned to save.When I'm writing something , I save every three sentences or so . I don't want to lose anything . __eou__ I hate computers . Sometimes I think they cause more trouble than they're worth . __eou__ What are we going to do now ? __eou__ I don't know . I feel like going out . __eou__ I wonder how much of the city is down . __eou__ It doesn't matter . I still can go out and buy a beer . __eou__ Maybe . But if there's a blackout , probably the pubs are closed.And besides , I know you have a political science exam tomorrow . I thought you had a lot of reading to do . __eou__ Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen . __eou__ I have a flashlight in my closet . If you want to use that to read , you can . __eou__","inform, inform, inform, question, inform, inform, inform, question, inform, question, inform, inform, inform, inform","anger, no emotion, anger, surprise, no emotion, no emotion, disgust, no emotion, no emotion, no emotion, no emotion, no emotion, anger, no emotion"
4257,Attitude & Emotion,"Mary , be calm . __eou__ It is impossible . You cheated on me . __eou__ No , listen to me . I always regard you as my best friend . I admire you , and of course you've helped me so much . I should thank you . __eou__ Shut up ! __eou__ No , listen to me . Perhaps it's my fault that I treat everybody so well . Maybe in other people's eyes , I want you to be my girl-friend . but ... but ... __eou__ But you have had lily already ? You should have told me about her , but you didn't . __eou__ OK ... OK ... Anyway . I will treat you as my best friend . I hope you can do the same . __eou__ Leave me ! Go away ! __eou__","directive, commissive, inform, inform, inform, inform, inform, inform","no emotion, anger, no emotion, anger, no emotion, anger, no emotion, anger"
4258,Attitude & Emotion,"Is your lady beautiful ? Since I came here from the country , I've not seen her close . Tell me , is she beautiful ? __eou__ Thomas , if I could write with the beauty in her eyes , I was born to look in them and know myself . __eou__ And , her lips ? __eou__ Her lips ? The early morning rose would wither on the branch if it could feel envy . __eou__ And her voice like a lark's song ? __eou__ Deeper , softer , none of your twittering larks . I would banish nightingales from her garden before they interrupted her song . __eou__ Oh , she sings too ? __eou__ Constantly . Without doubt , and plays the lute . She has a natural ear . __eou__","question, inform, question, inform, question, inform, question, inform","happiness, happiness, no emotion, happiness, no emotion, happiness, surprise, happiness"
4260,Attitude & Emotion,"Hey , that's a really nice outfit you have on . __eou__ Thank you . I wasn't sure if it looked okay or not . __eou__ Oh , you look stunning . Your dress really goes well with your shoes . __eou__ I'm glad that you think so . I thought it might be a bit too revealing . __eou__ No , not at all . It looks really classy on you . Where did you pick that up ? __eou__ I got it on sale down at the department store . __eou__ When did you go there ? __eou__ I was just there a couple of days ago . You know , you should go down there too . They have a lot of stylish clothes on sale . __eou__ I might just do that . What style of clothes do they have ? __eou__ Anything you want . They have both casual and formal styles . __eou__ I was hoping to get a few new ties for my collection . __eou__ That's a good idea . __eou__","inform, inform, inform, inform, question, inform, question, inform, question, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness"
4263,Attitude & Emotion,"I really hate to say this , but don't go away mad , just go away . __eou__ I knew this would happen some day . __eou__ Then , why didn't you try to prevent it in the beginning ? __eou__ Well . It's not all my fault , Anna . You are responsible , too . __eou__ I don't want to argue anymore . Please get out of my life ! __eou__ I think we can still talk . __eou__ No way ! Please don't follow me around . __eou__ Talk it easy , Anna . You really don't hate me . do you ? __eou__ Yes , I do . Leave me alone ! __eou__","inform, inform, question, inform, inform, inform, inform, question, inform","no emotion, no emotion, anger, no emotion, anger, no emotion, anger, no emotion, disgust"
4264,Attitude & Emotion,"I couldn't look at you , and say you aren't beautiful ! __eou__ You are pretending ! __eou__ No , Miss Anna , you must let me say how lovely you are ! What's wrong with that ? __eou__ It's wrong because---it isn't true . __eou__ You know that everybody notices how beautiful you are , don't you ? __eou__ Well , no-that is , I've heard Linda say they do , but ... Thank you . But please don't speak to me again . __eou__ Oh , Miss Anna ! That's too hard ! I won't be here long . __eou__","inform, inform, inform, inform, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness, happiness"
4270,Attitude & Emotion,"Hey Matt . I just got a job at a consulting firm . __eou__ Congratulations . That's great ! __eou__ I'm so happy . I don't have to worry about finding a job and interviewing anymore . __eou__ When do you start ? __eou__ I start next Monday . __eou__ You're going to have to put in a lot of hours you know . __eou__ I know . I'm a little nervous , but it's pretty exciting . __eou__ I bet . You must be stoked . __eou__ Yeah . I'm going to celebrate tonight . Wanna hang out ? __eou__ Sure . It's on you right ? __eou__ Of course . How about Toby ? Should we call him ? __eou__ I don't know . He's a little depressed . He's having a hard time finding a job right now . __eou__ I should still tell him . In the least , I can refer him to my company . It might help . __eou__ That sounds like a good idea . __eou__","inform, inform, inform, question, inform, inform, inform, inform, directive, commissive, question, inform, inform, inform","happiness, happiness, happiness, no emotion, no emotion, happiness, happiness, happiness, happiness, happiness, no emotion, no emotion, no emotion, happiness"
4278,Attitude & Emotion,"I wish I knew who had moved our flower pots . __eou__ It was me . I am so sorry . __eou__ What did you think you were doing ? __eou__ I had to move it , so that I can get my bike through . __eou__ How dare you be so inconsiderate ? That's wrong . __eou__ I am awfully sorry . I didn't think you would mind so much . __eou__ Never do that again . __eou__ I promise . __eou__","inform, inform, question, inform, question, inform, inform, inform","anger, no emotion, anger, sadness, anger, sadness, no emotion, no emotion"
4280,Attitude & Emotion,"Why didn't you tell me you had a girlfriend ? __eou__ Sorry , I thought you knew . __eou__ But you should tell me you were in love with her . __eou__ Didn't I ? __eou__ You know you didn't . __eou__ Well , I am telling you now . __eou__ Yes , but you might have told me before . __eou__ I didn't think you would be interested . __eou__ You can't be serious . How dare you not tell me you are going to marry her ? __eou__ Sorry , I didn't think it mattered . __eou__ Oh , you men ! You are all the same . __eou__","question, inform, inform, question, inform, inform, inform, inform, question, inform, inform","no emotion, no emotion, no emotion, surprise, no emotion, no emotion, no emotion, no emotion, anger, no emotion, anger"
4288,Attitude & Emotion,"You look like being on cloud nine . __eou__ I am . __eou__ What has made you so happy ? __eou__ I think I'm in love . __eou__ Are you ? Who's the lucky girl ? __eou__ Her name is Jenny . __eou__ How did you meet her ? __eou__ We are in the same math class . Our teacher sat us next to each other . __eou__ What do you like best about her ? __eou__ She's very funny . She makes me laugh all the time . __eou__ I guess it was fate working to bring you together . __eou__ Whatever brought us together , I'm happy . __eou__","inform, inform, question, inform, question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, happiness, surprise, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, happiness"
